date,review,score,month,day,tfidf_features
2012-05-05,"Simply the best on screen adaptation and movie I've ever had the pleasure of seeing! The only film on pare with The Dark Knight. If you can't enjoy this for pure entertainment, then you obviously have personalty issues where as you hate everything and cannot be satisfied. Go live under a rock, same with all the critics who have rated this as below average. Can The Avengers be the final proof the worlds needs to completely discredit and eliminate useless movie ""critics""? The pace, characters, environment, action, and humor were all done to perfection. This is what I've always wanted to see. Thank you for making it!",10,2012-05,Saturday,"action:0.06, all:0.12, always:0.14, and:0.15, as:0.14, avengers:0.06, average:0.15, be:0.14, best:0.07, can:0.19, cannot:0.15, characters:0.07, completely:0.14, critics:0.30, dark:0.12, done:0.12, enjoy:0.13, entertainment:0.15, ever:0.10, everything:0.11, film:0.07, final:0.14, for:0.12, go:0.11, had:0.09, have:0.14, humor:0.11, if:0.08, is:0.04, it:0.04, knight:0.13, making:0.14, movie:0.09, obviously:0.15, of:0.04, on:0.15, only:0.10, same:0.14, screen:0.11, see:0.08, seeing:0.12, simply:0.14, the:0.31, then:0.11, this:0.14, to:0.13, ve:0.20, wanted:0.15, were:0.09, what:0.09, where:0.12, who:0.10, with:0.12, you:0.27"
2012-05-05,"I haven't read the comics at all, but I do know how the characters are. Either way, I thoroughly, thoroughly enjoyed this movie. YOU HAVE GOT TO SEE THIS MOVIE!!!",10,2012-05,Saturday,"all:0.15, are:0.18, at:0.19, but:0.14, characters:0.17, comics:0.28, do:0.24, either:0.34, enjoyed:0.32, got:0.30, have:0.16, how:0.23, know:0.28, movie:0.21, see:0.19, the:0.17, this:0.22, to:0.11, way:0.25, you:0.16"
2012-05-05,"While this isn't a perfect movie, as far as the recent action focused superhero movies go it is the best of the bunch. Action, humor and small spots of drama come together with bits of fan service to make an enjoyable experience for long time fans of the comics and new viewers alike. Some of the dialogue and story feels rushed in places and you can tell some things were glossed over to provide a smooth continuity but, at least with me, there weren't any large questions unanswered or things left hanging. In fact my biggest complaint would be that I had to see it in 3D because there was no other option, and as with every other 3D movie its too hard to see clearly when there's fact paced action going on or when there are close ups that take up a majority of the screen.",8,2012-05,Saturday,"3d:0.23, action:0.15, an:0.07, and:0.16, any:0.09, are:0.06, as:0.18, at:0.07, be:0.06, because:0.09, best:0.06, biggest:0.13, but:0.05, can:0.08, come:0.10, comics:0.10, dialogue:0.10, enjoyable:0.12, every:0.09, experience:0.12, fact:0.24, fan:0.09, fans:0.11, far:0.10, feels:0.13, for:0.05, go:0.09, going:0.09, had:0.08, hard:0.11, humor:0.09, in:0.14, is:0.04, isn:0.11, it:0.08, its:0.08, least:0.12, long:0.10, make:0.09, me:0.08, movie:0.07, movies:0.06, my:0.07, new:0.10, no:0.08, of:0.21, on:0.06, or:0.16, other:0.16, over:0.10, perfect:0.09, screen:0.09, see:0.13, some:0.15, story:0.07, superhero:0.07, take:0.11, that:0.09, the:0.18, there:0.28, things:0.22, this:0.04, time:0.07, to:0.15, together:0.08, too:0.09, up:0.07, was:0.05, were:0.08, when:0.16, while:0.10, with:0.16, would:0.08, you:0.06"
2012-05-05,"Just saw The Avengers and all I can say is WOW!! this is the movie comic-book fans have been waiting for. the action is great, the interaction between the actors in their respective roles is awesome. The movie definitely moves along, in my opinion, considering it is over two hours. It is certainly one of the best comics to movie adaptions I've seen in a long time. A must see!!!",10,2012-05,Saturday,"action:0.08, actors:0.16, all:0.08, along:0.20, and:0.05, avengers:0.08, awesome:0.14, been:0.13, best:0.09, between:0.15, book:0.14, can:0.12, certainly:0.19, comic:0.13, comics:0.15, definitely:0.15, fans:0.17, for:0.08, great:0.09, have:0.09, hours:0.17, in:0.21, is:0.35, it:0.11, just:0.10, long:0.15, movie:0.17, must:0.16, my:0.11, of:0.05, one:0.09, opinion:0.18, over:0.15, saw:0.16, say:0.14, see:0.10, seen:0.13, the:0.32, their:0.13, this:0.06, time:0.10, to:0.06, two:0.18, ve:0.13, wow:0.20"
2012-05-05,"It did not help that the trailers spoiled several moments which really were great, but the start and middle were pretty plodding: we've had Captain America, Thor and 2 Iron Mans so we really did not need so much ""assembly"" time. Only the final scenes matched up to my expectations after reading so much ridiculous hype (and seeing the aformentioned trailers).

The Hulk's line is wonderful, but poorly delivered and 2 of the people who saw the film with me did not even catch it as a result.

There's also a lot of exposition completely missing: why was the Hulk a self-confessed untamed monster who actually tries to kill Black Widow but the NEXT time he ""comes out"" he's transformed into an entirely willing ally? Not just willing but intelligent enough to follow ""orders"" and constantly put himself in the right place at the right time ...
There's nothing close to a hint as to why.",8,2012-05,Saturday,"actually:0.10, after:0.09, also:0.08, america:0.08, an:0.06, and:0.15, as:0.11, at:0.06, black:0.09, but:0.19, captain:0.08, comes:0.11, completely:0.11, did:0.24, enough:0.10, even:0.08, expectations:0.12, film:0.05, final:0.11, great:0.05, had:0.07, he:0.16, hulk:0.13, hype:0.11, in:0.04, into:0.09, iron:0.07, is:0.04, it:0.07, just:0.06, line:0.12, lot:0.09, me:0.07, moments:0.09, much:0.13, my:0.06, need:0.11, next:0.11, not:0.21, nothing:0.10, of:0.07, only:0.08, out:0.07, people:0.09, place:0.12, pretty:0.09, put:0.11, really:0.13, right:0.20, saw:0.10, scenes:0.08, seeing:0.09, so:0.18, start:0.10, that:0.04, the:0.31, there:0.13, thor:0.07, time:0.19, to:0.18, up:0.07, ve:0.08, was:0.05, we:0.18, were:0.15, which:0.08, who:0.16, why:0.21, widow:0.09, with:0.05"
2012-05-05,"A well-crafted film that superbly handles playing with four leading heroes. The movie has great sequences of action and the special effects are top-notch. However, it is the character interaction that really shines through, and makes the ultimate assembly worthwhile.",9,2012-05,Saturday,"action:0.13, and:0.16, are:0.16, character:0.21, effects:0.20, film:0.15, great:0.15, has:0.19, heroes:0.21, however:0.27, is:0.10, it:0.10, makes:0.25, movie:0.09, of:0.09, really:0.19, sequences:0.29, special:0.22, that:0.24, the:0.31, through:0.32, top:0.28, well:0.18, with:0.13"
2012-05-05,"Best hero movie of all time, hands down! Very funny, the action looked amazing and the characters are all lovable. All of them. Even the Hulk.... (maybe, specially him)",10,2012-05,Saturday,"action:0.13, all:0.41, amazing:0.21, and:0.08, are:0.16, best:0.16, characters:0.16, down:0.30, even:0.21, funny:0.23, hero:0.25, him:0.29, hulk:0.18, maybe:0.31, movie:0.10, of:0.19, the:0.23, them:0.23, time:0.18, very:0.19"
2012-05-05,"This film is about a group if  heroes, each with their own hubris, and how they must learn to work together for the greater good.  With plenty of action, humor and story, this movie delivers at every turn. Director Joss Whedon knows how to build, challenge and sustain a team driven story.  From his experience with Buffy to Firefly and Dollhouse, he has learned how to develop an ensemble cast and provide each character with enough screen time to not just have time to develop their character, but to have a sense of balance as a whole.   Each character proves to be an essential part of the greater whole. And that is where this movie shines.  No one is left out and everyone is used in a manner that pushes the story and development forward with no real lag in the narrative. My only concern, with a movie this grand and epic, is how Marvel is going to top, or even match this film.  If they can, then the next Marvel movie will be nothing short of astonishing. Bottom line this is the best superhero Team Movie made to date.",10,2012-05,Saturday,"about:0.06, action:0.04, an:0.10, and:0.23, as:0.05, at:0.05, be:0.10, best:0.05, build:0.10, but:0.04, can:0.06, cast:0.07, character:0.19, date:0.09, delivers:0.10, development:0.09, director:0.09, each:0.21, enough:0.08, ensemble:0.11, epic:0.09, even:0.06, every:0.07, everyone:0.08, experience:0.09, film:0.09, for:0.04, from:0.06, going:0.07, good:0.05, group:0.10, has:0.06, have:0.09, he:0.07, heroes:0.06, his:0.07, how:0.26, humor:0.07, if:0.11, in:0.07, is:0.21, joss:0.06, just:0.05, line:0.10, made:0.07, marvel:0.09, movie:0.15, must:0.08, my:0.05, next:0.09, no:0.13, not:0.04, nothing:0.08, of:0.11, one:0.04, only:0.07, or:0.06, out:0.06, own:0.09, part:0.08, real:0.09, screen:0.07, sense:0.09, story:0.17, superhero:0.05, team:0.15, that:0.07, the:0.14, their:0.13, then:0.08, they:0.11, this:0.19, time:0.11, to:0.30, together:0.06, top:0.09, whedon:0.06, where:0.08, whole:0.17, will:0.06, with:0.25, work:0.09"
2012-05-05,"The Avengers is about exactly what I expected it to be.  A very well done superhero movie.  It's by no means going to be nominated for any awards, but it was the perfect Friday night guilty pleasure.  I went to see it with my 10 year old son.  Even though I read the comics, and he didn't, he knew more about the characters than I did.  I blame video games.",8,2012-05,Saturday,"10:0.16, about:0.26, and:0.06, any:0.16, avengers:0.09, be:0.21, but:0.09, by:0.13, characters:0.10, comics:0.17, did:0.15, didn:0.15, done:0.18, even:0.14, expected:0.20, for:0.09, going:0.16, he:0.30, is:0.07, it:0.26, more:0.12, movie:0.06, my:0.12, no:0.14, old:0.23, perfect:0.16, see:0.12, superhero:0.11, than:0.14, the:0.21, though:0.17, to:0.19, very:0.12, was:0.09, well:0.12, went:0.21, what:0.13, with:0.09, year:0.19"
2012-05-05,"Fan Boys (and Girls) unite, our time has arrived!! Not one but 6 Super Heroes in one movie. What chance does the evil Loki have against these guys (and girl)?

For most of the 140 plus minutes it looks like Loki will win the day and subjugate Earth to his rule. But never fear! As Iron Man warns Loki: ""You may have an army but we have a Hulk.""  The story is interesting even for an old timer who missed out on these comic books! The action is first rate and the dialogue is crisp and often hilarious. The real question to be answered at the end of this movie is:  ""How many spin off movies will be created by this box office bonanza""  There is already talk of  Black Widow and Nick Fury origins films and both Iron Man 3 and Thor 2 are in the works. The sooner the better! I'm not getting any younger and the more of these Super Hero films I can see, the longer I intend to stick around. If I outlast Loki then Marvel will just have to find another first rate villain or two.",10,2012-05,Saturday,"action:0.04, already:0.10, an:0.11, and:0.24, another:0.09, any:0.08, are:0.05, army:0.11, around:0.10, as:0.05, at:0.06, be:0.10, better:0.07, black:0.08, both:0.10, but:0.12, by:0.06, can:0.07, comic:0.07, created:0.11, day:0.11, dialogue:0.08, does:0.08, earth:0.10, end:0.08, even:0.07, fan:0.08, films:0.14, find:0.10, first:0.13, for:0.08, fury:0.10, getting:0.10, guys:0.11, has:0.06, have:0.19, hero:0.08, heroes:0.07, hilarious:0.10, his:0.08, how:0.07, hulk:0.06, if:0.06, in:0.07, interesting:0.09, iron:0.12, is:0.16, it:0.03, just:0.05, like:0.05, loki:0.27, man:0.12, many:0.08, marvel:0.05, may:0.10, minutes:0.10, more:0.06, most:0.07, movie:0.06, movies:0.05, never:0.08, nick:0.10, not:0.09, of:0.12, off:0.08, old:0.11, on:0.05, one:0.09, or:0.07, out:0.06, real:0.10, see:0.06, story:0.06, super:0.15, the:0.32, then:0.08, there:0.06, these:0.24, this:0.07, thor:0.07, time:0.06, to:0.12, two:0.10, villain:0.08, we:0.08, what:0.06, who:0.07, widow:0.08, will:0.20, works:0.10, you:0.05"
2012-05-05,"In the context of the debate over the A.O. Scott review of this film, clearly comic book movies can be done extremely well and are worth of the highest praise. The best in the genre include Batman Begins, Dark Knight, and the original Iron Man. All are highly entertaining and evocative films. What strikes me about The Avengers, now a couple of hours after seeing it, is that the personalities of each of the superheroes truly come out over the course of the film, which is essential in elevating them above plastic or wooden action figures, and I didn't think it would be possible, despite Whedon's involvement. Even Scarlett J's Black Widow is terrific - and I'm very much not a fan of her other work. Beyond the strong personalities, there are actually some truly funny laugh lines in the movie, which isn't always the case in this genre. The ""big"" action sequences toward the end of the film are better than your average comic book movie money scenes - and they're certain better than anything in the Transformers films - but I still found myself getting a little bored amidst the mayhem. Finally, its great seeing Cobie Smulders as Sam Jackson's right hand woman in the command center. She's got a future in action films if she wants it.",7,2012-05,Saturday,"about:0.05, action:0.10, actually:0.07, after:0.07, all:0.04, always:0.08, and:0.13, anything:0.08, are:0.17, as:0.04, avengers:0.04, average:0.09, batman:0.09, be:0.09, best:0.04, better:0.12, big:0.07, black:0.07, book:0.13, but:0.03, can:0.06, come:0.07, comic:0.12, couple:0.09, course:0.09, dark:0.07, didn:0.06, done:0.07, each:0.06, end:0.06, entertaining:0.07, even:0.06, extremely:0.08, fan:0.07, film:0.12, films:0.18, finally:0.08, found:0.08, funny:0.06, genre:0.18, getting:0.08, got:0.08, great:0.04, her:0.09, highly:0.09, hours:0.08, if:0.05, in:0.25, iron:0.05, is:0.08, isn:0.08, it:0.08, its:0.06, jackson:0.08, knight:0.08, laugh:0.09, lines:0.09, little:0.07, man:0.05, me:0.05, money:0.09, movie:0.05, movies:0.04, much:0.05, not:0.04, now:0.07, of:0.22, or:0.06, other:0.06, out:0.05, over:0.14, re:0.08, review:0.09, right:0.08, scarlett:0.08, scenes:0.06, seeing:0.14, sequences:0.08, she:0.19, some:0.05, still:0.07, superheroes:0.06, than:0.11, that:0.03, the:0.44, them:0.06, there:0.05, they:0.05, think:0.07, this:0.06, transformers:0.08, truly:0.16, very:0.05, well:0.05, what:0.05, whedon:0.05, which:0.13, widow:0.07, work:0.08, worth:0.07, would:0.06, your:0.07"
2012-05-05,Up to now The Avengers is the best superhero film ever made including DC Comics films. The begining is a little slow with some decent jokes and dialogs lokis army is something totaly improvised for a half normal avengers universe and half ultimate avengers universe hibrid storyline. I was specting a cameo that never happened and to talk about ant-man and wasp in these film is totaly irrelevant. the greedy **** are gonna make tons of money with this avengers films. i dont think any of these actor are compromised with their role or even heard about it before they became thor widow,9,2012-05,Saturday,"about:0.18, actor:0.16, and:0.16, any:0.11, are:0.15, army:0.16, avengers:0.25, before:0.13, best:0.07, comics:0.12, dc:0.15, decent:0.16, even:0.10, ever:0.10, film:0.14, films:0.21, for:0.06, half:0.29, in:0.06, is:0.19, it:0.05, jokes:0.15, little:0.12, made:0.10, make:0.11, man:0.09, money:0.15, never:0.12, now:0.12, of:0.09, or:0.10, slow:0.15, some:0.09, something:0.12, storyline:0.15, superhero:0.08, that:0.06, the:0.15, their:0.10, these:0.24, they:0.09, think:0.11, this:0.05, thor:0.10, to:0.09, universe:0.30, up:0.09, was:0.06, widow:0.12, with:0.19"
2012-05-05,"It released here a week before the official  U.S release, so we were much more excited though. generally speaking, first day, first show.Truly amazing experience, one liners for tony stark, heavenly body work from black widow, Arrow sharp hawk eye, Bull frog hammer head Thor, Aye sir - Captain America and the last the smasher- Hulk.  A enjoyable treat from Marvel Studios. Visually enhanced, superb production value, A true summer block buster.",10,2012-05,Saturday,"amazing:0.14, america:0.14, and:0.06, before:0.18, black:0.17, captain:0.15, day:0.22, enjoyable:0.20, experience:0.21, first:0.27, for:0.09, from:0.24, here:0.18, hulk:0.12, it:0.06, last:0.20, liners:0.22, marvel:0.10, more:0.12, much:0.12, one:0.10, show:0.18, so:0.11, stark:0.18, summer:0.19, the:0.15, thor:0.14, though:0.17, tony:0.18, true:0.21, truly:0.20, we:0.16, were:0.13, widow:0.17, work:0.19"
2012-05-05,"Awesome film, if you are a fan of superhero movies then you'll find The Avengers to be absolutely brilliant, but if you're not a fan of these films, it probably won't change your mind about them, even so there is stuff for all sorts of people to appreciate here. A bunch of superheros teaming up like this has never really been done before so this is definitely a very special film and after 4 years build up for marvel fans since the first Iron Man, it has managed to live up to its incredibly high hype. Joss Whedon has done what he does best and has made a bunch of different characters all have multiple and equal times in the spot light without one hogging all of the attention, the balance between these characters is great and it makes it hard to pick your favourite superhero and they all have so many awesome moments. The writing is strong and surprisingly really funny at points and the humour never feels forced and the all of the actors deliver with great performances all around. While the soundtrack is nothing special it still fits in to film well. Overall I came out of the cinema satisfied after seeing Avengers, it was just as epic and action packed as the trailers made it out to be, it wasn't quite perfect and it won't convert the people who aren't into superhero movies but as a whole The Avengers is a great film  that doesn't  come around often, so I highly recommend it.",9,2012-05,Saturday,"about:0.05, absolutely:0.07, action:0.03, actors:0.06, after:0.12, all:0.20, and:0.20, are:0.04, around:0.14, as:0.11, at:0.04, avengers:0.10, awesome:0.11, be:0.08, been:0.05, before:0.07, best:0.04, between:0.06, brilliant:0.07, build:0.08, but:0.06, came:0.08, characters:0.08, cinema:0.08, come:0.06, definitely:0.06, different:0.07, does:0.06, doesn:0.06, done:0.13, epic:0.07, even:0.05, fan:0.12, fans:0.07, feels:0.08, film:0.14, films:0.05, find:0.08, first:0.05, for:0.06, funny:0.06, great:0.11, hard:0.07, has:0.18, have:0.07, he:0.05, here:0.06, high:0.08, highly:0.08, humour:0.08, hype:0.07, if:0.09, in:0.06, incredibly:0.08, into:0.06, iron:0.05, is:0.14, it:0.24, its:0.05, joss:0.05, just:0.04, like:0.04, ll:0.07, made:0.10, makes:0.06, man:0.05, many:0.06, marvel:0.04, mind:0.07, moments:0.06, movies:0.08, multiple:0.08, never:0.12, not:0.03, nothing:0.06, of:0.18, one:0.04, out:0.10, overall:0.06, packed:0.07, people:0.12, perfect:0.06, performances:0.08, probably:0.07, quite:0.07, re:0.07, really:0.09, recommend:0.07, seeing:0.06, since:0.07, so:0.16, special:0.11, still:0.06, stuff:0.08, superhero:0.12, that:0.03, the:0.26, them:0.06, then:0.06, there:0.04, these:0.12, they:0.04, this:0.05, times:0.06, to:0.16, up:0.13, very:0.05, was:0.03, wasn:0.07, well:0.04, what:0.05, whedon:0.05, while:0.06, who:0.05, whole:0.07, with:0.03, without:0.07, won:0.16, writing:0.08, years:0.07, you:0.11, your:0.12"
2012-05-05,"The special effects for this movie were amazing, I'll give it that.  But there is no significant story, the ""come together moment"" is not believable at all, and it takes way too much time to get the ball really rolling.",5,2012-05,Saturday,"all:0.12, amazing:0.19, and:0.07, at:0.16, but:0.11, come:0.22, effects:0.18, for:0.11, get:0.20, give:0.23, is:0.17, it:0.17, ll:0.24, moment:0.28, movie:0.08, much:0.16, no:0.19, not:0.13, really:0.16, special:0.20, story:0.16, takes:0.29, that:0.11, the:0.20, there:0.16, this:0.09, time:0.15, to:0.09, together:0.18, too:0.20, way:0.20, were:0.18"
2012-05-05,"ASSEMBLE all your friends and family to go see The Avengers! It doesn't get much better than this! An ensemble movie done extremely well and there is just so much going on here. Iron Man is flawless as usual, Ruffalo is pitch-perfect as Bruce Banner/Hulk, and the whole ensemble just works. The plot is solid with an imminent threat that is worth caring about, and Loki is a fine villain. Again, there is a LOT going on here, but Whedon seems to pull it all together while still giving each character plenty of screen time. This is a ""smash""-ing good time!",9,2012-05,Saturday,"about:0.09, again:0.12, all:0.12, an:0.15, and:0.15, as:0.14, avengers:0.06, banner:0.13, better:0.10, bruce:0.13, but:0.06, character:0.09, doesn:0.11, done:0.12, each:0.10, ensemble:0.30, extremely:0.13, get:0.10, giving:0.15, go:0.10, going:0.21, good:0.07, here:0.24, hulk:0.08, iron:0.09, is:0.35, it:0.09, just:0.15, loki:0.09, lot:0.10, man:0.08, movie:0.04, much:0.16, of:0.04, on:0.15, perfect:0.11, plot:0.09, ruffalo:0.11, screen:0.11, see:0.08, seems:0.15, so:0.07, solid:0.14, still:0.11, than:0.09, that:0.05, the:0.10, there:0.16, this:0.09, time:0.15, to:0.09, together:0.09, villain:0.11, well:0.08, whedon:0.09, while:0.11, whole:0.13, with:0.06, works:0.14, worth:0.12, your:0.11"
2012-05-05,"This is one of the best action films than ever seen in my life. Every hero work together. God job director I give you a 10. Work hard and you will be the best director ever, maybe and make and other sequel but much better.",10,2012-05,Saturday,"10:0.16, action:0.08, and:0.16, be:0.10, best:0.20, better:0.14, but:0.08, director:0.38, ever:0.27, every:0.14, films:0.14, give:0.17, god:0.20, hard:0.18, hero:0.16, in:0.07, is:0.06, job:0.17, life:0.21, make:0.14, maybe:0.20, much:0.12, my:0.11, of:0.06, one:0.09, other:0.13, seen:0.14, sequel:0.20, than:0.13, the:0.10, this:0.06, together:0.13, will:0.13, work:0.36, you:0.19"
2012-05-05,Funniest super hero movie ever! Had a blast throughout and plan to see it again. Downey Jr. makes the film and my interest in Iron Man 3 is rejuvenated.,10,2012-05,Saturday,"again:0.29, and:0.18, downey:0.28, ever:0.24, film:0.16, had:0.23, hero:0.28, in:0.13, iron:0.22, is:0.11, it:0.11, jr:0.28, makes:0.28, man:0.21, movie:0.11, my:0.20, see:0.19, super:0.26, the:0.09, throughout:0.35, to:0.11"
2012-05-05,If you say that this movie is less than a 10 you must be out of your mind. The BEST movie I have seen in such a long time. Each character was played great and how they used the love/hate relationship of each character in the movie into a fun comedy just made the movie that much more entertaining. For all those who love Marvel and their movies I would recommend to go watch The Avengers and see how they change the way a movie should be created and watched. Side not I wouldn't watch it in 3-D from what I was told the movie was made 2-D and then formatted for 3-D.,10,2012-05,Saturday,"10:0.11, all:0.06, and:0.18, avengers:0.06, be:0.14, best:0.07, character:0.18, comedy:0.12, created:0.15, each:0.21, entertaining:0.11, for:0.12, from:0.08, fun:0.09, go:0.11, great:0.06, have:0.07, how:0.19, if:0.08, in:0.16, into:0.11, is:0.04, it:0.04, just:0.07, less:0.13, long:0.12, love:0.22, made:0.19, marvel:0.07, mind:0.13, more:0.08, movie:0.25, movies:0.07, much:0.08, must:0.12, not:0.06, of:0.08, out:0.09, played:0.14, recommend:0.13, say:0.11, see:0.08, seen:0.09, should:0.11, side:0.15, such:0.12, than:0.09, that:0.11, the:0.24, their:0.10, then:0.11, they:0.16, this:0.05, those:0.11, time:0.08, to:0.04, was:0.17, watch:0.19, watched:0.14, way:0.10, what:0.08, who:0.10, would:0.09, you:0.13, your:0.11"
2012-05-05,"This is possibly the best film ever made. Not the only the best superhero film but the best film ever. I have held the dark knight as my favorite film for a long time and didnt think anything could beat it. The avengers is everything I wanted in a movie a story, brilliant action and humor. Its one of the funniest movies I've seen and the action rivals transformers. The story is what sets it apart and the avengers is truly one of the best films ever made.",10,2012-05,Saturday,"action:0.12, and:0.16, anything:0.13, as:0.07, avengers:0.13, best:0.30, brilliant:0.14, but:0.06, could:0.11, dark:0.13, ever:0.31, everything:0.11, favorite:0.13, film:0.28, films:0.11, for:0.06, have:0.07, humor:0.11, in:0.06, is:0.19, it:0.09, its:0.10, knight:0.14, long:0.13, made:0.21, movie:0.05, movies:0.08, my:0.09, not:0.07, of:0.09, one:0.14, only:0.10, possibly:0.16, seen:0.10, story:0.18, superhero:0.08, the:0.41, think:0.12, this:0.05, time:0.08, transformers:0.15, truly:0.15, ve:0.11, wanted:0.16, what:0.09"
2012-05-05,"Entertaining Movie, but the plot was lacking. when there was no action the movie was on the boring side. They were trying to build some conflict between characters, but there just wasn't that much. There was a little  as far as the main character vs Shield but that was it. If they could have build the tension between the Main Characters and actually made it real tension not just some simple disagreements then the Movie would have been better. The action is some of the best I've seen but the plot makes it tough for me to give anything higher then a 7",6,2012-05,Saturday,"action:0.11, actually:0.11, and:0.03, anything:0.12, as:0.13, been:0.09, best:0.06, better:0.09, between:0.21, boring:0.12, build:0.28, but:0.21, character:0.09, characters:0.13, could:0.09, entertaining:0.10, far:0.10, for:0.05, give:0.11, have:0.13, if:0.07, is:0.04, it:0.12, just:0.14, little:0.10, made:0.09, main:0.23, makes:0.10, me:0.08, movie:0.12, much:0.08, no:0.09, not:0.06, of:0.04, on:0.07, plot:0.17, real:0.12, seen:0.09, side:0.14, simple:0.14, some:0.24, that:0.10, the:0.32, then:0.20, there:0.22, they:0.15, to:0.08, ve:0.09, was:0.27, wasn:0.11, were:0.08, when:0.09, would:0.09"
2012-05-05,"Absolutely the best Marvel movie, if not the entire superhero genre, I've ever seen. Created by a man who lives and breathes perfection and knows the ethos of the Marvel Multi-verse. When a fan who knows how to make movies, makes a **** result is this. Well done Joss Whedon! Normally I have something to complain about with a Marvel movie. At least one thing that will stand out as...""Meh, could have been done better this way..."" However, with this film, I left the theatre two and a half hours later, wanting a longer movie and wanting to change nothing! An excellent film!",10,2012-05,Saturday,"about:0.10, absolutely:0.15, an:0.09, and:0.17, as:0.08, at:0.09, been:0.11, best:0.08, better:0.12, by:0.10, could:0.11, created:0.17, done:0.27, entire:0.16, ever:0.11, excellent:0.14, fan:0.13, film:0.15, genre:0.17, half:0.16, have:0.16, hours:0.15, how:0.11, however:0.14, if:0.09, is:0.05, joss:0.11, least:0.16, make:0.12, makes:0.13, man:0.10, marvel:0.24, movie:0.15, movies:0.08, not:0.07, nothing:0.14, of:0.05, one:0.07, out:0.10, seen:0.11, something:0.13, superhero:0.09, that:0.06, the:0.20, thing:0.13, this:0.16, to:0.15, two:0.16, ve:0.12, way:0.12, well:0.10, whedon:0.10, when:0.11, who:0.23, will:0.11, with:0.14"
2012-05-05,"is one of the best films of 2012 so far, and it all of it because the director could make the six Avengers have their momtentosspecias loki and even the villain had his moment of great importance. tava wonderful cast, this excellent Scarlet, she could not understand the game of seduction that has black widow, Mark did not seem to have been the first hulk movie it being, 'cause he got to understand the anger that has Hulk, Chris Evans played my favorite character and in my opinion it all amazing in this role, Robert again with his amazing power to interpret anything, Chris Hemsworth had a very difficult to interpret the god of lightning and did a beautiful job",10,2012-05,Saturday,"2012:0.12, again:0.11, all:0.11, amazing:0.17, and:0.13, anything:0.11, avengers:0.05, because:0.09, been:0.09, being:0.10, best:0.06, black:0.10, cast:0.09, character:0.08, chris:0.25, could:0.18, did:0.18, director:0.12, evans:0.13, even:0.08, excellent:0.11, far:0.10, favorite:0.11, films:0.09, first:0.08, god:0.12, got:0.11, great:0.06, had:0.16, has:0.15, have:0.12, he:0.09, hemsworth:0.13, his:0.19, hulk:0.15, in:0.09, is:0.04, it:0.16, job:0.11, loki:0.09, make:0.09, mark:0.10, moment:0.13, movie:0.04, my:0.14, not:0.12, of:0.22, one:0.06, opinion:0.12, played:0.13, robert:0.10, she:0.14, so:0.07, that:0.10, the:0.25, their:0.09, this:0.08, to:0.16, understand:0.27, very:0.08, villain:0.10, widow:0.10, with:0.05"
2012-05-05,"I am quite possibly one of the biggest batman fans on the planet and i still looked forward to this more than the dark knight rises. Marvel movies dont have quite the in depth story telling that dc comic book movies have, but i would rather watch this again then sit through the dark knight returns. The effects were amazing and even with so many characters everyone gets enough screen time to make the movie feel really balanced. I saw this with 6 other ppl and all of us walked out extremely happy. I would highly recommend this as a great start to the summer movie season. 2012 is looking to be one of the best years for movies in a long time",10,2012-05,Saturday,"2012:0.12, again:0.11, all:0.06, am:0.13, amazing:0.09, and:0.10, as:0.06, batman:0.13, be:0.06, best:0.06, biggest:0.14, book:0.10, but:0.05, characters:0.06, comic:0.09, dark:0.22, dc:0.13, depth:0.14, effects:0.08, enough:0.11, even:0.08, everyone:0.11, extremely:0.12, fans:0.11, feel:0.11, for:0.05, gets:0.11, great:0.06, have:0.12, highly:0.13, in:0.10, is:0.04, knight:0.23, long:0.11, looking:0.13, make:0.09, many:0.10, marvel:0.06, more:0.08, movie:0.08, movies:0.19, of:0.11, on:0.07, one:0.12, other:0.08, out:0.08, possibly:0.14, quite:0.23, really:0.08, recommend:0.12, saw:0.11, screen:0.10, so:0.07, start:0.12, still:0.10, story:0.07, summer:0.11, than:0.08, that:0.05, the:0.28, then:0.10, this:0.17, through:0.13, time:0.14, to:0.16, us:0.14, watch:0.09, were:0.08, with:0.11, would:0.17, years:0.12"
2012-05-05,"I've seen it on the 24 of April in thw world premiere in Rome Italy (where i Live). This movie is AWESOME, at the level of Iron Man 1! I liked it a lot! The 3D is not so useful, it would be awesome also without it! It was years that i wasn't so happy to see a film... :D",10,2012-05,Saturday,"3d:0.21, also:0.16, at:0.13, awesome:0.33, be:0.11, film:0.10, in:0.17, iron:0.14, is:0.14, it:0.35, level:0.23, liked:0.21, lot:0.17, man:0.13, movie:0.07, not:0.10, of:0.13, on:0.12, see:0.12, seen:0.15, so:0.24, that:0.09, the:0.16, this:0.07, to:0.07, ve:0.16, was:0.09, wasn:0.20, where:0.19, without:0.21, world:0.21, would:0.15, years:0.21"
