date,review,score
"Apr 17, 2018",Best superhero crossover movie ever!,5
"Apr 12, 2018","One of my favorite movies of  all time and one of the best movies, period.",5
"Apr 10, 2018",Dopest Movie!! Fight Scenes are good! Plot were excellent! The only thing I hate is that they killed off Agent Phil Coulson. I which he could've been part of the other MCU moives.,5
"Apr 4, 2018","This was everything we've been waiting to see plus more. Since they rolled out the first Iron Man in 08 they have been building towards this movie this moment and in my opinion it was better then anyone could ever imagine  that it would be, This is the best  comic book movie that is out right now(with the age of Ultron super close to being better).The storyline was great the look of the film can't be touch even though it was most of it was cgi. The action was just outta of hand great.Infinity wars is less then a month away and from the trailer its looks to be good but I will say that the first Avenger set the bar very high.",5
"Apr 3, 2018",This is where we knew that we were just begieing our inrcidable MCU adventure!,4.5
"Apr 2, 2018","What a fantastic movie, from start to finish. What a thrill",5
"Mar 31, 2018",This seemed like a TV movie. I lost all love for Marvel movies because of this. I can't wait for a reboot.,1
"Mar 31, 2018",Excellent. Great action. Great graphics. Great acting!!,5
"Mar 25, 2018","Overall, I loved this film when I first saw it nearly 4 years ago, and love it possibly even more now! It is a brilliant film, and really fives us all a taste of whats next to come in the Marvel Cinematic Universe. Because of this, I am giving the film a 8.5/10.",4
"Mar 24, 2018","A movie with almost no flaws from the great chemistry between all the leads, the story, the villain while also being lighthearted all at the same time. Flawless. 100/100,",5
"Mar 24, 2018",Very interesting and classic actionmovie by marvel. loved it,5
"Mar 23, 2018","An excellent made Marvel film, that will never be forgotten.",4
"Mar 22, 2018","Awesometacular, probably the best superhero movie of all time",5
"Mar 22, 2018",Amazing! This movie is the BEST!!!,5
"Mar 20, 2018",Great Mix of comedy and action that can really make anyone happy,5
"Mar 19, 2018",Great way to finish phase 1!,5
"Mar 17, 2018","Cookie cutter film making at its most mediocre.  Same old same old heroes versus villains who want to take over the world story that's been done over and over again to death.

I guess the dull masses don't mind seeing the same tired story again because this time, OMG, it's the Avengers!!

Aliens attack Earth en masse, but are repelled by a group of 6 exclusively white people, 2 of whom don't even have super powers (or a super suit).  LOL.",2.5
"Mar 16, 2018",An epic and well constructed crossover event.,5
"Mar 13, 2018",Reigns Supreme as the best Marvel movie,5
"Mar 12, 2018",Great superhero film,4
"Mar 11, 2018",I have a soft spot for team-up movies and this one had a lot of good teamwork action scenes. The Hulk and Thor fiasco is fun. Cap is a boy scout. Tony is a dick. Hawkeye and Black Widow are dead weight team members but still cool at times. Loki was an okay villain posing a big threat. It was fun.,3.5
"Mar 10, 2018","I absolutely LOVE this movie!!! My favorite MCU movie to date and tbh, I don’t think any other movie can pass it. It has a great storyline combined with awesome heroes and LOKI!! Need I say more?",5
"Mar 10, 2018",the most unexpected move by marvel. it is so well made and synchronized and the the timing of the movie's release was definitely right.  movie itself can feel overwhelming with the number of characters.,4.5
"Mar 7, 2018",To me the best movie in the world period,5
"Mar 4, 2018","The Avengers is amazing, groundbreaking, mighty Marvel entertainment, and is one of the best superhero films to date",5
"Mar 2, 2018","The Avengers is awesome, funny, action packed, and filled with good humor. The Avengers is awesome!",5
"Mar 2, 2018",i loved it its one of the best superheroes movies marvel has made,5
"Mar 2, 2018",By far the best movie I've ever watched.,5
"Feb 26, 2018","My favorite marvel movie ever, everything about this movie is spectacular (except CGI hulk, Coulson’s fake death, and Nick fury being black (not racist, just not like comics)). Loki is a great villain but I definitely think they should have found a way to make him super powerful cause on his own he can’t beat Thor let alone the avengers, even with a random alien race on his side and a mine controlled scientist who has very little impact on this movie as opposed to the first two Thor movies",4.5
"Feb 24, 2018",Always will remember the first time I saw it in theaters will always find a place in my heart.,5
"Feb 21, 2018","An impressive screenplay allows the audience to become completely invested with characters that are given the right amount of time to be developed. However, despite the blisteringly entertaining action and impressive effects, I don't understand why people believe Loki is such a great villain. He's good for sure, but not the best the MCU has to offer. Doesn't change that this film is about as good as the MCU gets.

A",4.5
"Feb 19, 2018","Do I even need to say anything besides; ""pure fun""?",5
"Feb 17, 2018","Bringing together earth's mightiest heroes into one movie was almost guaranteed to be a smash success, and The Avengers manages to succeed on every level imaginable
 I'll give it 
         - 93%",4.5
"Feb 17, 2018",Una de las mejores películas de superhéroes tiene buenos efectos especiales un gran villano y muy importante un guion que no aburre,4.5
"Feb 16, 2018",This seriously is one of the greatest superhero films ever made.,5
"Feb 15, 2018","One of Marvels Best flims! Amazing Script. Amazing cast and its superheros set pieces, This is a Amazing Unite Avengers Flim",5
"Feb 14, 2018","Considered a modern classic by many, 'The Avengers' might be the most important comic book movie to date, and it's surely gained the love it's been receiving since its release date back in 2012. The cast is perfect, the plot is exciting and the overall feeling of the movie couldn't be more satisfying. It is Marvel's biggest piece of art. Amazing.",5
"Feb 14, 2018",The best superhero film I have ever seen! Delivers without fail on all fronts. ✓,5
"Feb 12, 2018",all time best superhero movie.,5
"Feb 12, 2018","Despite some arbitrary plot points and a slow start, ""The Avengers"" is a creative, exciting, fun film that was definitely worth the wait.",4.5
"Feb 12, 2018",A revolutionary film that set the standard for superhero films after it. It's excellent story only adds more to these pre-developed characters and entertains nerds and non-nerds alike. It aslo has one of the best villains proving that marvel can have good villains if they try.,5
"Feb 11, 2018","The team up of all the marvel heroes that we have been waiting for. In a move that I didn't think would work actually did. All these characters and egos working together seamlessly. Sure, there are flaws and plot holes, but they still work out to make an enjoyable movie going experience. With the Iron man leading up a team of reluctant heroes in order to save the world from Loki and his band of mindless minions. The three main heroes, Iron man, Captain America, and Thor, all shine through. The real surprise though is Hulk. Mark Ruffalo calls in a memorable performance to bring a smile to any comic book fan. His one liners and erratic behavior makes to an enjoyable performance. The one that is held back by the crowded lineup is Hawkeye. Set to be a mindless drone that does Loki's bidding for a majority of the film. This is a real waste of the talent of Jeremy Renner. The man can act with the best of them and he is assigned to a role that is forgettable. The directing style of Joss Whedon is felt for sure. His mannerisms and comedy is felt throughout this film. It feels like Firefly mixed with Buffy. Whitty dialogue mixed with great action set pieces. A must see.",3.5
"Feb 10, 2018","One of the greatest superhero movies ever made. This film is undeniably beautiful, from the intriguing villain to the iconic assembly of The Avengers. The music is great with on point acting and a fantastic story. One of the strongest MCU movies, a well deserved 94%.",4.5
"Feb 6, 2018",the best thing i have ever seen,5
"Feb 6, 2018","Title: Avengers
Story/Writing/Message/Plot:	3
Character/Acting:		3
Music/Sound:			1
Cinematography/Editing:	4
Age/Originality:			4
Total:			15/25",3
"Feb 4, 2018","nice cast, nice plot, and overall kind of a funny version of the classic superhero team",4
"Feb 3, 2018",One Of My Favorite MCU Movies,5
"Feb 3, 2018","This is the best of the Avengers movies.  The story is excellent (Joss Whedon), and the acting is top-tier from everyone in the movie.",4.5
"Feb 3, 2018","Simply one of the best super hero films of all time.  Must watch action adventure, no one does it better then Marvel Avengers.",5
"Feb 2, 2018",Rubbish. Who cares fight with gods,0.5
"Feb 1, 2018",A great beginning story for a team of characters with a great story and amazing actors,5
"Jan 26, 2018","Love, love, LOVE!! Great story, awesome characters and actors, and Loki.. need I say more?",5
"Jan 26, 2018","After some of Marvel's previous movie attempts were big set ups for this movie, Marvel defies all expectations of people saying ""no way a superhero team-up movie could be successful and become the fifth highest grossing movie of all time"". Well they proved the haters wrong and this movie is what turned Marvel into one of the most recognisable studios today. ""Marvel's The Avengers"" is a movie that succeeds in all ways.",4.5
"Jan 24, 2018",Probably the best superhero movie I've seen to this day. I still get goosebumps from the new york fight scene.,5
"Jan 21, 2018","Maybe I gotta watch this again, but I literally couldn't keep my attention on this movie.  Cast seemed good, then I don't know what happened.",0.5
"Jan 20, 2018","This was the movie to either make the MCU or destroy it. If this was bad the MCU would be finished but if it was good we would be provided movie after movie. Thankfully it was the latter. This was a great movie. The movies before it were not the best. In fact the only truly great one was Iron Man. The Incredible Hulk, Iron Man 2 and Thor just kind of failed. Captain America First Avenger was good but not great. The Avengers was even better than Iron Man, thankfully. It seemed that Kevin Feige finally understood not to overstuff the movie. In this movie there are many different superheroes on the screen at a time but it never feels overstuffed with plot like Iron Man 2. Sure everyone is dealing with something but it never makes the main plot feel insignificant. Also, unlike most of the MCU movies before it this movie has a good villain. It brings back Loki. Also this movie is directed by Joss Whedon who previously directed Firefly and Buffy the Vampire Slayer. He did a great job. The plot of the movie is kind of stupid. Basically there is a giant beam in the sky and The Avengers need to stop it but the movie also is filled with great little moments that make it all better. Robert Downey Jr. as  Iron Man is great again. Chris Evans is good. Fortunately Edward Norton as the Hulk was replaced by Mark Ruffalo. The MCU has done a very good job with replacing actors with even better ones. Mark Ruffalo does a great job. Chris Hemsworth is again alright. Tom Hiddleston as Loki is a great villain who is funny but also psychotic. Scarlett Johansson as Black Widow is a lot better in this movie than in Iron Man 2. Jeremy Renner as Hawkeye actually has more than five lines now, unlike Thor, so I guess he is better but he is still everyone's least favourite Avenger. Samuel L. Jackson is great as Nick Fury. Clark Gregg as Coulson makes for an emotional thrill ride. The whole movie is just amazing. The first act is not great but it gets better very fast. Overall it is a great movie. Thumbs up.",4
"Jan 14, 2018",The avengers are getting ready to work as a team to stop Loki can they do that and save people find out! Just a ok movie,3
"Jan 7, 2018",Best movie I have ever seen.,5
"Jan 5, 2018","As ""beginning of the end"", The Avengers is a powerful start. Less fun than others  maybe, but action packed and amazingly well crafted.",3.5
"Dec 31, 2017",A movie that soars. one of the best marvel movies. and thats saying something.,5
"Dec 29, 2017","This is an amazing film with a future that will strive and never get old, plus its incredible cast makes this movie 5 stars!",5
"Dec 29, 2017","Every MCU film raises the bar, both in terms of action and special effects, and in terms of the probing of what it means to be a human hero.

I like that my grandsons enjoy this, especially because it gives us shared entertainment and occasionally shared topics about what a ""hero"" is.",4.5
"Dec 28, 2017","This is how you make a successful movie franchise, an all star cast of Marvel characters hit the screen in the Avengers and pulls it off brilliantly, this film offers an action packed yet light on its feet, engaging plot, with lots of laughs, and a great ending.  Avengers is one of the best of the Marvel movies and shows how to do superhero actions films the right way.",5
"Dec 28, 2017","There was an idea to bring together a group of remarkable people to see if they could become something more...

The Avengers takes an ambitious concept that beautifully pays off, bringing together some of Marvel's most iconic heroes. Incredible fun and humor throughout. In my opinion, the greatest comic book movie to date.",5
"Dec 25, 2017","First and best assemble up to this point. No, Civil War doesn't exceed this. Not even close. A summer flick done right. I will rave and defend this one forever.",5
"Dec 24, 2017","The 2012 Avengers is probably the best superhero movie ever, with the possible exception of the Dark Knight - really depends on what you want from your superhero movies.  A concept like this shouldn't work, but it does, and is so satisfying.  The interplay between these characters coming together for the first time starts out with them grating against each other, but eventually coming together to work well.  I don't think you could have gotten a better director to pull this behemoth off than Joss Whedon, who is very accustomed to large ensemble casts of very disparate characters.  This was a love letter to the fans, a self-congratulating showcase of an experiment that shouldn't have worked, but worked so well that every other studio is trying to find their own franchise universe, and a flag planted that nerd culture is on top and is planning to stay there for the forseeable future.",5
"Dec 24, 2017",Loki's plan was terrible. The movie was hella fun to watch though. Marvel has this thing with faceless/robot armies... be more creative please.,4.5
"Dec 22, 2017","As an adult I can't say this was very enjoyable, but if you're a parent this might be a great one for the kids. There does seem to be a bit of violence though that may not be suitable, depending on strict your guidelines are.

Couldn't take this film seriously with grown men flying around in capes and costumes, and it seems a bit much for a kids film, so I have to give this a low rating.",0.5
"Dec 22, 2017","a very entertaining popcorn flick for everyone to enjoy! Funny, exciting and plenty of action to keep people coming back for more.",3
"Dec 21, 2017","For bringing in such big name characters from other movies and putting them together, it was pretty well done. There were some odd lines of humour that fell flat. Not crazy about the recasting of Mark Ruffalo as Bruce Banner/Hulk, but a great cast otherwise. Pretty cool actions scenes especially at the climax of the film.",4
"Dec 21, 2017",a great culmination that really pays off.,4
"Dec 20, 2017",This is the movie that proved that the MCU worked. From beginning to end a magnificent thrill ride that proved the worth of the superhero genre.,5
"Dec 20, 2017","I like this movie just fine, but I LOVE the second half of it with a passion. After the first hour of pretty interesting set-up, this movie takes off and never lets up for a minute, making it incredibly entertaining",4
"Dec 19, 2017","After five stand-alone movies, the Marvel Cinematic Universe finally adjoins to have six World War II, Norse mythology, and modern-era superheroes band together to fight alien-looking monsters with an iconic score blaring in the background. In other words, the first superhero crossover movie is finally here. After many movies behind its back, this movie is set to make five times the money. For too many years now, the concept of them banding together was nonexistent. There is no question why that scene of them standing in a circle, loaded up in the heart of New York, ready to fight for humanity was ever so important. If you are not sure why that is so meaningful to the audience of the movie, you may have not seen the post-credit scenes to every film beforehand (particularly Iron Man and Thor) as Samuel L. Jackson recruits members to his team.

Beforehand, it would have been clear not to anticipate the film. But now we can only thank director Joss Whedon for creating such a fun-filled thriller of a summer blockbuster. Whedon had previously been known for creating TV's Buffy the Vampire Slayer and can now claim his right to balance large-scale projects as a coherent piece. Having been trusted by such a project though, he seems to have forgotten the millions of Joker fans counting on him to make this entire film work together and instead saves space for Wizard of Oz, playing cards, and Asgardian family jokes. But the fact this still works makes you only love the film even more.

The amount of millions Hollywood has spent reintroducing these characters in movies may seem unnecessary. It is. Robert Downey Jr.'s character, Iron Man, is basically a billionaire tech-geek who owns an iron suit. Chris Hemsworth's Thor and Chris Evans's Captain America are both super-soldiers from non-modern times who have received the spotlight recently so they don't need stand-alone movies. In fact, the central Avenger who steals the show in this film has actually not been introduced before, at least not with this actor, is Bruce Banner, who has rage issues and turns into a green monster known as the Hulk.

These team members assemble with Scarlett Johansson's Black Widow, an agent for Nick Fury, and Hawkeye, an archer for SHIELD portrayed by Jeremy Renner, who just came off of the smashing success of The Hurt Locker, in order to defeat an Asgardian known as Loki, who has come down to invade Earth. Loki is played by Tom Hiddleston and spends much of the movie demanding humans kneel before him without very dark intentions. It is almost a shame that this is the threat the Avengers are facing against.

As this cast and crew are set into action against this script and threat, a MacGuffin-type power cube which tends to always show up in any sci-fi action movie, The Avengers begins to follow its earlier themes and genres: a buddy-cop comedy. The fighting amongst the members of the Avengers in this film actually turns out to be rather refreshing, turning two-dimensional comic book characters into three-dimensional big-screen superheroes. While the script seems to be weak at times, it wins itself back through these conversational exchanges.

It is the action sequences that truly make this film what it was meant to be, while being easy to follow in the process. In a beautiful scene, SHIELD's helicarrier takes off into the air and in a similarly breathtaking action sequence, it gets destroyed by Loki's forces. They then return in the third act as Manhattan gets wrecked to pieces in an effort for the world to be saved.

The battles won seem reminiscent to our fantasies of superheroes saving us from external threats and avenging our world in outstanding action scenes. The film's title certainly displays avenging. While this is probably not the case, the film gives us a breath of fresh air by choosing to go the old-school light way. The nostalgic route the film chooses gives more heart rather than fear and plays well just at that, granting comic book fans their dreams. Even Hulk is granted heart as well as anger. The audience will feel the same way.",4
"Dec 18, 2017","Marvel Studios has managed to do the unthinkable and delivered a kick-ass movie experience. This movie is definitely one of the best works done by Marvel. Full of extraordinary action, well-timed humor, fleshed out characters with differing ideologies, and an actually compelling villain. Mark Ruffalo is fantastic as Bruce Banner and does a better job of bringing the character to life compared to Edward Norton's portrayal. This is how you do a team-up superhero film!",5
"Dec 16, 2017","Puntaje Original: 8.5

Una historia emocionante y personajes magistralmente trabajados en una historia llena de heroísmo y magno entretenimiento.",4.5
"Dec 16, 2017","A simple story, but a stunning movie.",4
"Dec 12, 2017","It's the Avengers... It's amazeballs!!! (Appearantly I hadn't rated this, now I have)",5
"Dec 5, 2017","One of the most original superhero films ever made. Marvel puts all these characters into one movie, and delivers great action scenes and a plot that doesn't fail to recruit the members in a logical way. Great movie and very watchable!",5
"Dec 3, 2017","Great superhero movie. Just great. Even tho it’s got Iron Man in it. Clearly the worst Avenger. But apart from that it was funny, great action.",4
"Dec 3, 2017","The Avengers is an amazing movie. Seeing all these heroes come together after their 5 solo films. Seeing them interact with each other for the first time is great. I loved Joss Whedon's direction here, this movie is fun and action packed. Would recommend to anybody, even if they aren't a comic book movie fan.",5
"Dec 2, 2017","The apex of what a superhero story should look (and feel) like, this ensemble film is undeniably entertaining and fun while still exploring themes of loss, collaboration, and ego.",5
"Nov 25, 2017","this is a good movie with overall good story, characters, and relationship building.",4.5
"Nov 24, 2017","Not taking itself to seriously, and therefore allowing for a self aware fun time, Avengers is about as good as superhero movies should be",4.5
"Nov 23, 2017",This movie has grown on me a lot but there's still something about it that just bores me to death and keeps me from loving it.,4
"Nov 22, 2017",Amazing! One of Marvel's best films!,5
"Nov 21, 2017","A fun team up movie that for some reason feels very shallow to me, I am one of the few who may have liked Age of Ultron just as much if not more. It is still a fun superhero romp and loved Downey's performance as well as Evans, Ruffalo's too.Some classic super hero movie scenes, like the Puny God and the superhero showdown near first 3rd/middle of film.",3.5
"Nov 20, 2017",The Avengers creates a great story combining Marvel's greatest characters.,4.5
"Nov 20, 2017","Buena pelicula, la union de los superheroes mas importantes de Marvel, lo hacen de una forma grandiosa que deja al publico encantado.",4
"Nov 19, 2017","In a spectacular feat, ""The Avengers"" pulls its iconic franchises together for one of the most grounded, funnest, and all-around best superhero films ever made.",4
"Nov 19, 2017","This movie was fun, entertaining but not as good as they say. Marvel is overhyped.",3.5
"Nov 18, 2017","The Avengers is the culmination of all the past efforts of the MCU, and it pays off. Each actor captivates their character perfectly and have brilliant chemistry with one another. The movie also features the triumphant return of the franchises greatest villain, which then leads to nearly an entire third act of action, special effects, and witty humor. The Avengers is by far the start of an ever growing world that shows no sign of stopping.",5
"Nov 15, 2017","Nada original, mas de lo mismo",3
"Nov 13, 2017",BEST MARVEL STUDIOS FILM EVER.,5
"Nov 11, 2017",Probably the best marvel movie to date and a great ensemble cast adds a lot to this movie,5
"Nov 9, 2017",The Avengers is a Marvel Movie done right!,4
"Nov 8, 2017",All around great movie.,5
"Nov 6, 2017",This one takes the cake!!! And I really like this flavor. Probably the greatest Marvel film to ever reach the screen!,5
"Nov 4, 2017","Painfully overrated, still fun.-3AMFilmReviews on Youtube.com",3
"Nov 4, 2017","Action packed from start to finish, full of laughs, and wonderful to finally see everyone come together as a team. Also, Mark Ruffalo is the perfect Banner!",5
"Nov 2, 2017","'Marvels The Avengers' have assembled for people to see
     Based on Marvel Comics The Avengers has finally hit the theatres with great quality and a excellent plot to keep you on the edge of your seat.  The director for this movie is Joss Whedon with actors Robert Downey Jr. (Tony Stark), Chris Evans (Steve Rogers), Mark Ruffalo (Bruce Banner), and many other actors.  
     Messing with a source, of unlimited power: the tesseract, Nick Fury (Samuel L. Jackson) brings forth Thor's evil bother Loki (Tom Hiddleston).  Now stealing the tesseract, he threatens to bring war and destruction unlike the world has ever seen.  With no choice, Fury calls upon a group of heroes to stop Loki for completing his plan and save the world from mass destruction. 
     What really drew me into watching this film was the drama that went with this plot also the action that made me wonder what would happen next.  Them bringing to life the comic that we loved so much to the main screen made me want to see if it would be like the comics we grew up reading or just garbage that people made to boost their rating.  As the movie began, I was already put into suspense with its beginning dialog and partial clips of an army getting ready for war.  Trying to bring together a group of superpowered individuals that have never met each other and never worked together can cause turmoil between them and start a fight between them.   
     I think the actors really played their parts well, with some slide remarks and being serious when the time came. Being able to become emotional if something happened and made it look like that they really cared; not fake tears that you know they are faking it and don't care.  I really felt their struggle through the movie that they had to go through trying to work together as a team and being able to save the world from Loki. It made me feel like that if one of those characters died, I would have become sad because I felt connected to them and I would have felt their pain. The special effects in this movie were very excellent with the designs of the helicarrier and with the effects of every power that everyone had.  Even though that they were effects, the actors played though all the stunts and made it look like all the special effects were there and apart of them in any case that they needed to.  I feel that even if I didn't know the story beforehand or didn't read the comics, the story itself was a thriller in my eyes and pulled me in regardless if I didn't know anything about it. 
     The movie I think was way beyond its time and made a huge excess in all aspects of it. I would recommend this movie to anyone that asked me. It gave me a thrill of excitement with the action and drama all in one movie. It made me never want to look away for a second because of being afraid of missing out on something. Therefore, I think that the movie The Avengers have assembled for everyone to see and to be excited for.",5
"Oct 31, 2017","Joss Whedon had the unenviable task of finishing up Pahse One of the MCU, brining all the heroes from previous instalments into one movie and deliver an entertaining superhero movie at the same time. And he pulled it off flawlessly.",5
"Oct 29, 2017",The Avengers: Marvel Skillfully builds from thier preveious predeccesor's to an action packed hollywood piece. One that keeps the idenity from their characters and is full of storytelling.,4
"Oct 24, 2017","The Avengers. A maniacal Marvel ensemble pinata party. Skip the obvious fun-ness of a solid lineup of charismatic heroes of well-made solo franchises, this is a good flick and not a great movie. I hate harping on ""believe-ability"" especially pertaining to sci-fi movies but there are massive, blazing plausibility issues within this story. Is a meager squadron of slow, un-stealthy, poorly armed aliens flying chariots through a single 100 ft. bottleneck over NYC, which is located in the United States, the largest and most dangerous arsenal in the world really an existential threat to the World Security Council, SHIELD, The Avengers, planet Earth? Thanos & Loki must have been high when they cooked up this plan. The Avengers were equally misguided in showing up for this fight considering the whole problem could've been solved by a single surface-to-air guided missile battery. Especially when the enemy can apparently be put down with punches, arrows and pistol caliber rounds. It wouldn't take Stonewall Jackson to stop this silly raid.",3
"Oct 23, 2017",This movie is a great movie and is the best movie I have ever seen.,5
"Oct 15, 2017",Yes Yes Yes! Perfection!!!,5
"Oct 13, 2017","The best. Loved how well they handled the characters and their personalities clashing against each other. The final battle in New York is breathtaking, only surpassed in my opinion by the final battle in its sequel.",5
"Oct 13, 2017","One of the best superhero movies of all time, The Avengers lives up to the hype and succeeds is almost every way. The acting, action, and special and practical effects are all superb, along with everything else.",5
"Oct 7, 2017",COOLEST MOVIE EVER!!!!,5
"Oct 7, 2017",The perfect superhero movie. Everything came together in this amazing comic book movie masterpiece.,5
"Sep 30, 2017",100 percent amazing !! :),5
"Sep 30, 2017",Yes it's entertaining at first but it's ultimately forgetful and a movie for a low IQ audience with no thought or meaning.,0.5
"Sep 27, 2017",Mind.........blown!!!!,5
"Sep 25, 2017","Lots of great action and acting, but the story had a lot of illogic.  Kept driving me crazy.",2.5
"Sep 16, 2017","Even as a nearly lifelong comic book fan, when Marvel Studios first announced that they would be producing an Avengers film, I was skeptical on how it would turn out. Granted, they had just scored a hit with the wonderful first Iron Man film. However, since superhero movies until that point had mainly focused on a single character, how would Marvel flesh out six different heroes within one film? Flash-forward nearly four years later, and Marvel and Joss Whedon managed to construct not only one of my favorite installments in the Marvel Cinematic Universe, but also one of my top theater-going experiences of all time. I cannot add anything new to all of the praise that has been given to the performances of the leads, as they each give it their all. However, I would like to single out Mark Ruffalo in his first go-around as Dr. Bruce Banner. Though Edward Norton gave a capable performance in 2008's The Incredible Hulk, he wasn't necessarily overly memorable, in my opinion. Here though, Ruffalo truly conveys the pains and struggles experienced by Banner in his coming-to-grips with being the Hulk. Another positive that somewhat flies under the radar in this effects-driven film is its action scenes. Despite such a fantastical concept, the action appears believable and is tons of fun to just watch. It was the best action in the MCU to date, having only been rivaled by 2016's Captain America: Civil War in my book. The only weakness here is the invading Chitauri army that arrives in the film's third act, as they are largely an uncharacterized/faceless opposition. However, they utilization as an almost endless and unbeatable threat forgives this, as they help illustrate the residence of our heroes. All-in-all, The Avengers not to be missed by any fan, as it was the culmination of what the MCU was becoming and the springboard for everything else that was to come.",4.5
"Sep 11, 2017","For what it is, it is perfect.",5
"Sep 10, 2017",MARVEL AT THERE BLOODY BEST!!!!!!!,4.5
"Sep 8, 2017","Audiences and critics loved that the Avengers are all white.  Thank God there are no minorities in the Avengers.  All sarcasm aside, this was such a mediocre movie -- a bunch of good guys get together to fight the bad guys and save the world.  Never seen that before.  Predictably, the good guys don't get along at first but they eventually come together to defend Earth from some seriously bland and generic aliens who aren't intimidating at all.
 
Coulson's death was supposed to be a pivotal moment in the film, but absolutely no one cared about him so that just totally fell flat.

Tom Hiddleston gave a very limp-wristed performance as Loki.  Apparently he reasoned that Loki sounds like ""low-key"" so why not play the character that way?

The action sequences were all lackluster.  Like all the other PG-13 comic book movies, the fights are all sanitized of blood, gore and anything that would be too violent.  Therefore, the fight scenes all suck.  But hey, at least the Avengers are all white, am I right?",2
"Sep 7, 2017",To this day I still enjoy watching this movie. All of the heroes have good pieces for each of them.,4.5
"Sep 6, 2017","I'll give ""The Avengers"" an A+, a 10/10, five stars ... evertthing. I'm not a Marvel fanboy. I like Marvel very much, much more than DC, but there's just something about this incredible franchise and universe. Joss Whedon knew what he was doing. ""The Avengers"" might be the best Marvel movie ever, at least from the Walt Disney era. I mean, couldn't we get better than this? This movie shows us how a blockbuster should be, how a super-hero movie should be done. The action and the CGI are fundamental, of course, but while we have these amazing characters, dialogues, music choices and conflicts, we'll be satisfied.",5
"Sep 5, 2017","""The Avengers"" is one example of how to make a perfect crossover movie, not too. All references and easter eggs were merged into this film. They are tied up every connection, interconnection, even the little detail, they show it and display it into one movie. Each of the shot, the visual effect, and the performance are quite brilliant except the script that doesn't kick too much. ""The Avengers"" is like an orgasm of each of the nerdiness. Everyone who watched this film, both Marvel's loyal fans, the comic books fans, the moviegoers, or even those who watched it from ""Iron Man"" would experience an orgasm of a nerd. What a great job by Joss Whedon.",4.5
"Sep 2, 2017","Marvel finally Mad a movie with all of the Avengers where they meet each other they must face Loki that would be Thor""s brother now it's time for Captain to give orders to the Avengers if they want to win! See this movie remember they made avengers 2",4
"Aug 30, 2017",I thought Avengers was a good one. The action and adventure is good. It is a good one in the Avengers Franchise.,5
"Aug 28, 2017",Most likely the greatest superhero movie of all time.,5
"Aug 15, 2017","Despite arriving at a very early start for the MCU, ""The Avengers"" mark a point and separate for the modern era of cinema. The effects, performances and the excitement of seeing the most important heroes of Marvel make us enjoy more than 2 hours of footage as if to read a comic is about.",4.5
"Aug 12, 2017",This is a really great movie.,4.5
"Aug 8, 2017","Standard formulaic superhero movie. It delivered on it's promise for action, comic relief and heroics.",3
"Aug 7, 2017","Great story, action, cgi and fantastic villian. This is my favorite comic book genre film all time!",5
"Aug 6, 2017",The action was great even though there was some down time.  Long but didn't seem too long,4
"Aug 5, 2017","Do you know the saying, know your audience??
Joss Weadon really gave the fans everything they've ever wanted in the first marvel team up.",4.5
"Aug 2, 2017","First off, where the heck did Loki come from? I really enjoyed the opening title music. I like the scene where they recruit Captain America to the Avengers. I liked how they cut from hero to hero in the recruiting process in the beginning, giving us a glimpse at what each hero was up to during their ""break"". I like how cap stays old fashioned. Captain America and Iron Man coming together and meeting for the first time was classic and really foreshadowed at Civil War. The writers did a good job showing how they have to have altercations before they come together and they finally come together after a well needed push (Phil Coulson's death). One of the best scenes in the history of movies is the revolving scene around the Avengers as they come together before war. Also I really enjoyed when it cut seamlessly from Avenger to Avenger each fighting their individual battles in the war. Great ending to the end of MCU phase 1. I love Marvel because it combines the world we all know with that of a fictional universe to aid our imaginations in creating fantasies about a combination of these universes where anything is possible.

In the mid-credits scene the Other speaks to his master (undoubtedly Thanos) about the failed attack on earth.
In the end credit scene the Avenger are eating shawarma.

Stan Lee makes his appearance in a short news interviews saying ""Superheroes in New York? Give me a break""

Stone Tracker: The Tesseract is used by Loki in this film and now is in the hands of the Asgardians, it is known as The Space Stone.",5
"Aug 1, 2017","If i had to describe it with one word it would be:
MASTERPIECE.",5
"Jul 26, 2017",It's just that: the Best Super Hero movie to date!,5
"Jul 20, 2017",Pretty much all of it is good or amazing nothing bad or horrible. The one down side is captain Americas outfit looks ugly which is a shame since he is my favorite hero,4
"Jul 20, 2017",The Avengers is the movie that all the Marvel movies have been leading up to and it lives up to the hype. I would give it a 9.3 because there is almost nothing wrong with it. Only a couple of minor details is there to complain about. Each of the characters are done so well and the story is just as interesting. If you have been living up to the hype in the past movies you have to see this movie.,4.5
"Jul 20, 2017","The Best Marvel Cinematic Universe Movie Ever it has everything to make a Comic Book die hard fan love it has a good story,great character interaction,good direction and a Great Soundtrack. Thank you Josh Whedon",5
"Jul 20, 2017","A brilliant film, just seeing all the characters interact with each other is well written, the action scenes are incredible and Loki is a great motivational villain.",5
"Jul 16, 2017",I really enjoyed it. A satisfying end to the beginning.,4
"Jul 14, 2017",The Avengers is packed to the gills with action.  TO THE GILLS.,4
"Jul 13, 2017",A childhood dream becoming true.,5
"Jul 13, 2017",Probably still the best comic book movie of all time.  Thanks Joss!,5
"Jul 12, 2017",top 3 or 4 marvel movies,4.5
